Ticketid,Calendar Week ,Ticket Create Time,Priority,Site,Problem Description,General Category,Sub Category,Resolution,No
INC000005823993,CW: 2022/08,2/21/2022 8:46:29 AM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  

- track in issue
- ""Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 20 and Error Message: General Error. Equipment rejected command. Invalid Handler Used: TESEC16 instead of TESEC11""
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VE152290G14

(4) Equipments affected: TESEC16 (previously PC is linked to TESEC11)

(5) Equipment/PC name: ISCF8CC909248P

(6) Camstar Server*: MKZSAPA26
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer: 
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): https://faqstorage.infineon.com/KnowledgebaseArticle123193.aspx

(10) Affected area contact number*: +6062515781

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical): +60122941261

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

, INFINEON\BJurini, MKZ/B8.5.R01.GK022, ,",Integration,EAF/EAFA,"1) Findings: Lot has track in successfully.
Called and verified with user.
User feedback, issue solved and can close ticket.

2) Containment Action*: No action by BOC.

3) FAQ: 

* Mandatory fields.",102
INC000005825661,CW: 2022/09,2/21/2022 2:01:33 PM,Low,Batam,"Problem Description:
	Missing summary W B31P, Qty 895

Site:
	BTH

Lot Number:
	1E201431G01

Equipments Affected:
	TEFLEX020

Camstar Server:
	BTHSAPA21

Integration Application:
	AWI

Printer:
	BTHSAPA21

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"Test file was recovered, user may proceed as usual",103
INC000005829114,CW: 2022/09,2/22/2022 8:07:38 PM,Low,Singapore,"Problem Description:
	Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message: Generic Error: Service cannot be processed now. Please try again later.

Site:
	SIN

Lot Number:
	84PFB299X03

Equipments Affected:
	V93K-050

Camstar Server:
	SINSAPA24 (V7SU5.R8.4.RC1)

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	68400271

",Integration,EAF/EAFA,lot already move to next spec,104
INC000005829525,CW: 2022/08,2/23/2022 4:26:44 AM,Low,Singapore,"Problem Description:
	RU144387G04 (B21p) missing test summary (N) from AV to Camstar  .
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\44\RU144387\RU144387G04_B21P_N_20220222204938_S1333X4BX311_SINFFX57_sum.txt
	Summary report
	02/23/2022 00:38:17

Site:
	SIN

Lot Number:
	RU144387G04 

Equipments Affected:
	FLEX-057

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"done recover test summary 
https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=test+summary",105
INC000005834247,CW: 2022/09,2/24/2022 2:03:58 PM,Low,Batam,"Problem Description:
	Missing Test Summary N , test mode B41P , Qty 3428

Site:
	BTH

Lot Number:
	ZA130292B43

Equipments Affected:
	TEMMCI003

Camstar Server:
	BTHSAPA22

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+62770613616

",Integration,EAF/EAFA,"test summary recovered, please verify.",106
INC000005834336,CW: 2022/09,2/24/2022 3:36:23 PM,Low,Warstein,"*Problem description / Error message: Substrates has been rated as AL18, but the ETV-Files from Datacon are looking good. It seems, that there's a problem on EAFA or EAF-Level. Please get in contact with EAF-Owner and route the ticket in their group.
If there will be a meeting, please invite me (Veit) also.

Example:
2852114650239699 has been rejected at DC, but as you can see in the screenshot of EAFA-Log, the batch of the wafer looks good. Related carrier is 01000663250913
2022-02-24--15_29_03--chrome--ISCN5CG8361092--boevingl.png


*Site (WAR/ CEG): WAR

*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): POL

Fauf / Lot ID: 81526060

Area (e.g. Chip soldering): CPS

Interface (Camstar / XMES/ Equipment):  EAFA or EAF

*Equipment or Process (ID, Equipment number): Diebonder 18 - 10005630

Host Name: NA

Screenshot of the error message: see attachment in Work detail

*Contact: 
INFINEON\Zanecki
Henrik.Zanecki@infineon.com
+49 2902 764 2713

If applicable: 
Carriers / Items affected (ID):

Carrier:
01000663250913
01000663250984
01000663251213
01000663251239
01000663251258

Substrates:
2852116946239699
2852114951239699
2852114617239699
2852114842239699
2852114999239699
2852114939239699
2852114938239699
2852114650239699
2852114826239699
2852114613239699
2852114823239699
2852114827239699
2852114820239699
2852114572239699
2852116212239699",Integration,EAF/EAFA,It’s read together with the non-Infineon wafer 80847216.16 and Infineon wafers which make issue to processed with chips from multiple batches for the same lot. Like- VE;ex- VE150050,107
INC000005834808,CW: 2022/08,2/25/2022 3:19:28 AM,Low,Singapore,"(1) Problem description on error* (Including screenshot of error):  
error when user try to Cancel job
1: EAF.AbortTransportJob: (20) General Error. Equipment rejected command. Same Source and Destination

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ x ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ZA137056G19

(4) Equipments affected: FLEX-112

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6568400665

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCW8CC93846T1.infineon.com, 172.20.116.51, INFINEON\AngTunbi, SIN_W/Kallang Way, ,",Integration,EAF/EAFA,"1) Findings: The lot already abort and track in successfully.

2) Containment Action*: no action by BOC.

3) FAQ: 

* Mandatory fields.",108
INC000005836602,CW: 2022/09,2/25/2022 8:43:11 PM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  
16 lots stuck at Waiting to Start, lot has been completed but cannot move to other process
Impacting around 308K in quantity.

User request for critical priority.

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[X] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 
ZF128233G04
ZF128013G05
ZF136311G09
ZF136311G10
ZF135246G07
ZF135171G03
ZF135093G05
ZF135093G07
1E131289G04
ZF136311G06
1E144061G02
1E150814G01
1E145759G01
1E202262G02
1E149135G03
ZF134119G10


(4) Equipments affected:
SO3K03
SO3K03
SO3K03
SO3K03
SO3K03
SO3K03
SO3K03
SO3K03
SO3K04
SO3K07
SO3K10
SO3K15
SO3K19
SO3K19
SO3K21
SO3K27


(5) Equipment/PC name:  ISCN5CG84413WY.infineon.com

(6) Camstar Server*:  MKZSAPA21
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): No FAQ

(10) Affected area contact number*:  +6062357546 / +6017-666-1179

(11)Alt Contact Person Name (Compulsory for Critical)*:  Sharul Zainal

(12)Alt Contact Person Number (Compulsory for Critical): +6062357546 / +60123553341

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state

 ISCN5CG84413WY.infineon.com, 10.233.115.125, INFINEON\MMo, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings: 

2) Containment Action*: Please find the following instruction below:

ZF128233G04 > Proceed with ST_Bake_In
ZF128013G05 > Proceed with ST_QA_Outgoing_Inspection
ZF136311G09 > Proceed with ST_Mark_Form_Singulate
ZF136311G10 > Proceed with ST_Mark_Form_Singulate
ZF135246G07 > Lot pending to TrackOut in SO3K02
ZF135171G03 > Proceed with ST_Bake_In
ZF135093G05 > Lot on hold with TestQualityRisk, please proceed with DDM
ZF135093G07 > Proceed with ST_Mark_Form_Singulate
1E131289G04 > Missing Test Summary, please contact PTE to recreen the lot
ZF136311G06 > Proceed with ST_Scan_Pack
1E144061G02 > Proceed with ST_Singulate_Scan_Pack
1E150814G01 > Proceed with Test_Complete
1E145759G01 > Just rescreen  in ST_Test1
1E202262G02 > Proceed with ST_Bake_In_MF
1E149135G03 > Missing Test Summary, please contact PTE to recreen the lot
ZF134119G10 > Proceed with ST_Bake_In


3) FAQ: 

* Mandatory fields.",109
INC000005836936,CW: 2022/08,2/26/2022 2:34:30 AM,Critical,Singapore,"(1) Problem description on error* (Including screenshot of error):  Lot cannot track in. Camstar.TrackInXML: Error from IFXCamstarGateway with Error Code: 20 and Error Message: General Error.Equipment replied error LOTCONFIG Error-At least one parameter is invalid. with reason
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ x ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 1E138291600

(4) Equipments affected: MSF-017

(5) Equipment/PC name: 

(6) Camstar Server*: 
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): No FAQ

(10) Affected area contact number*: +65 9457 8773

(11)Alt Contact Person Name (Compulsory for Critical)*: Koi

(12)Alt Contact Person Number (Compulsory for Critical): +65 9863 8911

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCN5CG94100XJ.infineon.com, 10.245.28.254, INFINEON\HwangSoonYew, SIN_W, ,",Integration,EAF/EAFA,"1) Findings:
this error is may due to equipment reject the command.

Can do like this
1) Abort job for the Lot.
2) Add the lot again.
3) TrackIn the lot again.

2) Containment Action*: inform user.

3) FAQ: 

* Mandatory fields.",110
INC000005836985,CW: 2022/08,2/26/2022 1:09:59 PM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  
-User cannot track in lot in camstar
-Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message: Generic Error: Service cannot be processed now. Please try again later.   

(2) Site*: Mark ""x"" for user site

[  ] BTH		[ x ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 1E114218M1P

(4) Equipments affected: TP-006

(5) Equipment/PC name: ISCW8CC13748B5.infineon.com

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): https://faqstorage.infineon.com/KnowledgebaseArticle127039.aspx

(10) Affected area contact number*: 6062515783 / +60122753661

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCW8CC13748B5.infineon.com, 10.233.12.152, INFINEON\IsMo, MKZ/B6.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: eaf comunication issue

2) Containment Action*:
https://faqstorage.infineon.com/ServiceDeskFAQs/122000/CamstarTrackInXmlErrorfromIFXCamstarGatewaywithErrorCode101103402?Keywords=Error+Code%3a+103
3) FAQ: 

* Mandatory fields.",111
INC000005837689,CW: 2022/09,2/27/2022 10:59:26 AM,Low,Melaka,"Problem Description:
	Test summary not available in Camstar and attached is the test summary extracted from tester, please repump.
	Tester ID: IPTEST021
	Test mode: B11P/Q11P
	Test type: N

Site:
	MKZ M3 (PLT)

Lot Number:
	VE208541G05

Equipments Affected:
	NA

Camstar Server:
	MKZSAPA24

Integration Application:
	EAF

Printer:
	

Affected Area Contact Number:
	3653

",Integration,EAF/EAFA,"recover test summary

https://faqstorage.infineon.com/ServiceDeskFAQs/126629/MissingTestSummaryinCamstarMelaka?Keywords=test+summary",112
INC000005840900,CW: 2022/09,2/28/2022 11:45:59 PM,Low,Batam,"Problem Description:
	Test summary N,B41P,Qty =5518

Site:
	BTH

Lot Number:
	ZA116312B14

Equipments Affected:
	TEMMCI004

Camstar Server:
	BTHSAPA24

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"test summary recovered, please verify.",113
INC000005843739,CW: 2022/10,3/1/2022 9:53:36 PM,Low,Batam,"Problem Description:
	Missing Test Summary W test mode B41P qty 216 pcs

Site:
	BTH

Lot Number:
	ZA138008B06

Equipments Affected:
	TEMMCI004

Camstar Server:
	BTHSAPA22

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"1) Findings: Lot has proceed till Test_Complete.

2) Containment Action*: No action by BOC.

3)FAQ:",114
INC000005844219,CW: 2022/09,3/2/2022 3:52:20 AM,Low,Melaka,"Problem Description:
	Test summary not available in Camstar, attached test summary extracted from tester and please support to repump. 
	Tester ID: IPTEST021
	Test mode: B11P/Q11P
	Test type: N

Site:
	MKZ M3 (PLT)

Lot Number:
	RU145231G01

Equipments Affected:
	NA

Camstar Server:
	MKZSAPA26 

Integration Application:
	EAF

Printer:
	

Affected Area Contact Number:
	3653

",Integration,EAF/EAFA,"The test summary user provided is .TXT;1 instead of .TXT, so can't recover successfully.
 Update to .TXT and recover.

https://faqstorage.infineon.com/ServiceDeskFAQs/126629/MissingTestSummaryinCamstarMelaka?Keywords=test+summary",115
INC000005844222,CW: 2022/09,3/2/2022 3:55:12 AM,Low,Melaka,"Problem Description:
	Test summary not available in Camstar, attached test summary extracted from tester and please support to repump. 
	Tester ID: IPTEST027
	Test mode: B11P/Q11P
	Test type: N

Site:
	MKZ M3 (PLT)

Lot Number:
	1F149935G03

Equipments Affected:
	NA

Camstar Server:
	MKZSAPA26 

Integration Application:
	EAF

Printer:
	

Affected Area Contact Number:
	3653

",Integration,EAF/EAFA,"done recovered test summary
https://faqstorage.infineon.com/ServiceDeskFAQs/126629/MissingTestSummaryinCamstarMelaka?Keywords=test+summary",116
INC000005844225,CW: 2022/09,3/2/2022 3:57:31 AM,Low,Melaka,"Problem Description:
	Test summary not available in Camstar, attached test summary extracted from tester and please support to repump. 
	Tester ID: IPTEST049
	Test mode: B11P/Q11P
	Test type: N

Site:
	MKZ M3 (PLT)

Lot Number:
	ZF127191G11

Equipments Affected:
	NA

Camstar Server:
	MKZSAPA26 

Integration Application:
	EAF

Printer:
	

Affected Area Contact Number:
	3653

",Integration,EAF/EAFA,"done recovered test summary
https://faqstorage.infineon.com/ServiceDeskFAQs/126629/MissingTestSummaryinCamstarMelaka?Keywords=test+summary",117
