Ticket ID,Site Default,Calendar Week ,Ticket Create Time,Problem Description,General Category,Sub Category,Resolution,Priority,No.,Count of Calendar Week 
INC000005638735,Cegled,CW: 2021/46,11/17/2021 5:10:11 PM,"*Problem description / Error message: Feladó: Seres Margit (IFCE BE HPS OP PM3 LP SUB CRB) 
Küldve: Mittwoch, 17. November 2021 07:35
Címzett: Seres Margit (IFCE BE HPS OP PM3 LP SUB CRB) <Margit.Seres@infineon.com>; DL-CEG-BOC <CEG-CEG-BOC-U@infineon.com>
Tárgy: Beragadt WT-k listája 

Sziasztok

0100107670900184
0100107670900694
0100107670900366
0100107670900162
0100107670900553
0100107670900692
0100107670900656
0100107670900543
0100155083900378
0100155083900137
0100155083900570
0100107670900212
0100107670900078
0100107670900563
0100107670900180
0100104502900378
0100039396901210
0100104502900630
0100107670900210
0100107670900344
0100104502900282
CEGTRAFRIS540021

Köszönöm
Üdv:Margó

*Site (WAR/ CEG):
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):0100107670900184
0100107670900694
0100107670900366
0100107670900162
0100107670900553
0100107670900692
0100107670900656
0100107670900543
0100155083900378
0100155083900137
0100155083900570
0100107670900212
0100107670900078
0100107670900563
0100107670900180
0100104502900378
0100039396901210
0100104502900630
0100107670900210
0100107670900344
0100104502900282
CEGTRAFRIS540021",Procedural,TrackIn / TrackOut,email info sent out at Mi 17.11.2021 17:09,Low,115,1
INC000005639213,Cegled,CW: 2021/46,11/17/2021 8:04:34 PM,"*Problem description / Error message: ""Time-out (no connection between the Pinlehre Workbench software and the equipment)""
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 1
Fauf / Lot ID: All
Area (e.g. Chip soldering): CA, Econo 1 Grey Room
Interface (Camstar / XMES/ Equipment): Equiment - Pinlehre Workbench
*Equipment or Process (ID, Equipment number): Pincheck (91000000)
Host Name: CEGFABCAPIN01
Screenshot of the error message: 
*Contact: Horvath Peter (IFCE BE HPS E TC)",Integration,LEGACY APP,"After several restart of  EAF instance, EA/FA service and FAB client, the connection stabilized. Further investigation required from Warstein EA team. Horvath Peter (IFCE BE HPS E TC) contacted with responsible members.",Low,116,1
INC000005639249,Cegled,CW: 2021/46,11/17/2021 11:27:33 PM,"*Problem description / Error message: Sziasztok,

egy tételhez szeretnénk kérni segítséget. Házszerelésen lézerezésen vannak hordozó nélküli modulok beragadva, így nem tudjuk átmozgatni a tételt. 

Charge: UZ00753P0
FAUF: 81484526

Üdv,
Niki,Betti

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 81484526
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Integration,Others,see email Mi 17.11.2021 23:24 carriers assigned,Low,117,1
INC000005639400,Cegled,CW: 2021/46,11/18/2021 3:56:03 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81484528  

Area:
	Házszerelés lézerezés

Interface:
	Camstar

Equipments or Process Affected:
	Lézerhegesztés

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Szintén van egy olyan tétel amiben 75 db hordozó nélküli modult találtunk . Segítségeteket szeretnénk kérni a hordozók hozzá rendelésében !
	Adatok:UZ00754P0    81484528  
	Üres WT-k :
	0100087343900738
	0100087343900507
	0100087343900360
	0100087343900001
	0100087343900040
	0100087343900981
	0100087343900223
	0100087343900353
	0100087343900570
	0100087343900627
	0100087343900799
	
	Segítségeteket el?re is köszönjük szépen !
	
	Üdv:Erika
	

Contact Phone Number:
	FI

Carriers / Items affected (ID):
	0100087343900738 0100087343900507 0100087343900360 0100087343900001 0100087343900040 0100087343900981 0100087343900223 0100087343900353 0100087343900570 0100087343900627 0100087343900799

",Procedural,TrackIn / TrackOut,done and reply in email at Do 18.11.2021 03:27,Low,118,1
INC000005643754,Cegled,CW: 2021/47,11/19/2021 1:28:41 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Equipment

Equipments or Process Affected:
	Loader_116_SDB12
	1.2

Host name:
	

Problem description / Error message:
	1.2-es loader nem mutat tfm adatokat ""EXC""

Contact Phone Number:
	+36302650641

",Procedural,Others,A gép újraindítása után a hiba megszünt.,Low,119,1
INC000005644912,Cegled,CW: 2021/46,11/21/2021 7:31:57 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81491956

Area:
	

Interface:
	

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Az alábbi tételt nem tudom move out-olni fantom wt miatt.

Contact Phone Number:
	308311776

",Procedural,TrackIn / TrackOut,"lot movement technically available now, 4 items will be lost",Low,120,1
INC000005644989,Cegled,CW: 2021/47,11/21/2021 7:02:16 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81492599

Area:
	Sorting

Interface:
	Camstar

Equipments or Process Affected:
	Berendezés: 
	008

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételt /81492599/ véletlenül két különböz? raklap hordozóra regisztálták be.
	A 274-es hordozóról a 23 darabot kérlek tegyétek már át a 245-ös hordozóra.
	Köszönöm szépen!

Contact Phone Number:
	302256710

",Procedural,TrackIn / TrackOut,"DOne and email was out yesterday So 21.11.2021 19:19, As ticket recived, documented.",Low,121,1
INC000005648030,Cegled,CW: 2021/47,11/22/2021 7:19:13 PM,"*Problem description / Error message: MoveIn not possible in 20000015 spec in XTest LastQGate UI (MoveIn error)
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 1
Fauf / Lot ID: 81493233
Area (e.g. Chip soldering): Automatic Packing
Interface (Camstar / XMES/ Equipment): Equipment
*Equipment or Process (ID, Equipment number): 20000015
Host Name: CEGBEARAPLQG
Screenshot of the error message: Not required
*Contact: 

If applicable: 
Carriers / Items affected (ID): 
Items:
81493233-itm0407
81493233-itm0408
81493233-itm0409
81493233-itm0410
81493233-itm0411
81493233-itm0412
81493233-itm0413
81493233-itm0449
81493233-itm0450
81493233-itm0451
81493233-itm0452
81493233-itm0453
81493233-itm0454
81493233-itm0455
Carrier:
DUMMY_GREYAREA018",Procedural,TrackIn / TrackOut,"Booked DUMMY_GREYAREA018 carrier from Quality Gate via XMES UI until Automatic Packing worflowstep.
Deassigned 14 items from carrier and after assigned to DUMMY_GREYAREA108 (correct one).",Low,122,1
INC000005650812,Cegled,CW: 2021/47,11/23/2021 9:13:30 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81492262

Area:
	AOI

Interface:
	XMES

Equipments or Process Affected:
	AOI

Host name:
	computername: ISCFS4LA9678
	hostname: CEGBEARAOI01

Problem description / Error message:
	XMES hiba DUAL tételnél az AOI berendezésnél.

Contact Phone Number:
	06304238256

",Configuration,Master Data,Masterdata issue,Low,123,1
INC000005651922,Cegled,CW: 2021/47,11/24/2021 9:01:34 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81492564

Area:
	Sorting

Interface:
	Camstar

Equipments or Process Affected:
	008

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételt /81492564/ véletlenül két különböz? raklap hordozóra regisztálták be.
	A 203-as hordozóról a 33 darabot kérlek tegyétek már át a 207-es hordozóra.
	

Contact Phone Number:
	302256710

",Procedural,TrackIn / TrackOut,33 Items are successfully transferred from Carrier 203 to carrier 207.,Low,124,1
INC000005652076,Cegled,CW: 2021/47,11/24/2021 10:23:34 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81495448

Area:
	keretszerelés

Interface:
	Camstar

Equipments or Process Affected:
	H2S ragasztó

Host name:
	CEGBEARGLUEH2S1

Problem description / Error message:
	A H2S ragasztáson nem tudjuk regisztrálni a WT-ket.

Contact Phone Number:
	778

",Configuration,Master Data,It was carrier family matrix configuration issue in Camstar Master Data. 20000042 spec configuration setup is missed to the product.,Low,125,1
INC000005652085,Cegled,CW: 2021/47,11/24/2021 10:27:00 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81496803

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	VADU23_ DUMMY

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	A következ? alapanyagok vannak beragadva az egyik vaduba:
	
	Adatok:
	
	DUMMY23
	
	Tétel adatai:
	 
	81496803  /U40186P0/
	
	-	46208 4U0186P1: 9 db
	-	46209 4U0186P2: 14 db
	-	46210 4U0186P3: 9 db
	
	Kérlek a beragadt alapanyagokat töröljétek a camstarból.
	
	Köszönöm szépen!
	
	Üdv:
	Andi
	

Contact Phone Number:
	302256710

",Procedural,Material Setup,Registered materials are expired. Unmounted them from DUMMY VADU-23 equipment via Camstar Shopfloor UI at IFX Wip Main - Assembly Mother Lot,Low,126,1
INC000005658258,Cegled,CW: 2021/48,11/27/2021 3:10:28 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Equipment

Equipments or Process Affected:
	Vadu-10

Host name:
	

Problem description / Error message:
	Vadu 10-en nem vált át normál gyártásba a tfm státusz

Contact Phone Number:
	+36302650641

",Integration,TFM,TFM status is back to normal,Low,127,1
INC000005658267,Cegled,CW: 2021/48,11/27/2021 4:34:05 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	Keretbond

Interface:
	Equipment

Equipments or Process Affected:
	CEGFCZC624BSD4
	CEGFCZC725BCGN

Host name:
	

Problem description / Error message:
	Több gépnél TFM hiba lépett fel (107, 109, 113, 117, 120, stb) A szerver gép többszöri újraindítása sem oldotta meg a problémát.

Contact Phone Number:
	841

",Procedural,Others,Need to reboot the wiebonder server,Low,128,1
INC000005658739,Cegled,CW: 2021/48,11/28/2021 3:53:50 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	DC

Interface:
	Equipment

Equipments or Process Affected:
	Fuji nxt02

Host name:
	

Problem description / Error message:
	Kommunikációs  probléma a Fuji NXT02 gép és a számítógépe között ami a fujiecono1-HP- nev?

Contact Phone Number:
	06309312821

",Integration,Others,"no, it was solved by some local engineer and actually thatneed to resatrt ""server""",Low,129,1
INC000005663421,Cegled,CW: 2021/48,11/30/2021 10:05:55 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81496139

Area:
	System soldering

Interface:
	Camstar

Equipments or Process Affected:
	Tételek adatai :
	Charge : H913499P0
	Auftrag : 81496139
	Material szám : 46254
	
	Charge : H913498P0
	Auftrag : 81496137
	Material szám : 46254
	

Host name:
	

Problem description / Error message:
	kollégan?k a 4-es és az 5-ös vadunál 2 tételt bekevertek CAMSTAR WT regisztrálásnál

Contact Phone Number:
	06301733235

",Procedural,TrackIn / TrackOut,"After analyse the aligned reply sent per email on 2021. november 30. 13:48:40 CET to Szakter Sarolta:
 Sziasztok,
 
Mivel a materialok megegyeznek én nem látom akadályát hogy a tételeket tovább gyártsuk – az egyik tételnél nagyobb lesz a darabszám, a másiknál kisebb.
Kérem gyártsátok tovább és a CAMSTAR-nak megfelel?en kezeljétek a tételeket.
 
Üdv:
 
Miklos Budai
 
Infineon Technologies Cegled Kft.
Head of Industry 4.0 Automation",Low,130,1
INC000005663447,Cegled,CW: 2021/48,11/30/2021 10:21:49 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	rendszer forrasztás

Interface:
	

Equipments or Process Affected:
	Vadu17

Host name:
	CEGBEARVADU17

Problem description / Error message:
	Vadu17 EQStat nem áll át normál gyártásra

Contact Phone Number:
	0653510778

Carriers / Items affected (ID):
	0653510778

",Procedural,Others,Issue solve- Vadu UI from client PC need to restart.,Low,131,1
INC000005665338,Cegled,CW: 2021/49,12/1/2021 5:29:40 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81495923

Area:
	Rendszerforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	VADU23

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételt szeretném átmozgatni MODUL2-be mérésre, de rendszerforrasztáson fantom wt miatt ez nem lehetséges.
	
	-	81495923
	
	Szeretnék segítséget kérni.
	
	Köszönöm szépen!
	
	Üdv:
	Andi
	

Contact Phone Number:
	302256710

",Procedural,Others,"Kérem figyeljetek rá, hogy ne használjátok másik berendezést, vagy ne másik berendezés dummyját válasszátok ki! Please select correct eq or dummy of correct eq, and do not chose dummy or eq of other eq! (solved with email 01.12.2021 06:50, reason of issue checked and confirmed  later)",Low,132,1
INC000005670071,Cegled,CW: 2021/48,12/2/2021 2:53:19 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	Material controllers

Interface:
	Equipment

Equipments or Process Affected:
	FAUFPREP06, FAUFPREP05, ISCRS4GJ0498

Host name:
	

Problem description / Error message:
	Nem tudjuk elindítani az ewayben a planmmonitort.

Contact Phone Number:
	0630/831-1766

",Configuration,Others,AO solved the issue.,Low,133,1
INC000005670094,Cegled,CW: 2021/48,12/2/2021 3:14:21 PM,"Site:
	CEG

Affected Line:
	IHM

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Equipment

Equipments or Process Affected:
	Alaplap lézer

Host name:
	CEGFS4G54492
	

Problem description / Error message:
	eway indításakor a program összeomlik.

Contact Phone Number:
	+36302650641

",Configuration,Others,AO solved the issue.,Low,134,1
INC000005670579,Cegled,CW: 2021/48,12/2/2021 6:47:56 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	Rendszerforrasztas

Interface:
	Equipment

Equipments or Process Affected:
	CEGFSFVTV3

Host name:
	

Problem description / Error message:
	E-way lefagyott, szamitogep ujrainditasat követöen sem hasznalhato.

Contact Phone Number:
	308311766

",Configuration,Others,Missing a file when starting eway so need to reinstall eway software.,Low,135,1
INC000005671856,Cegled,CW: 2021/49,12/3/2021 10:05:47 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81498032

Area:
	Rendszerforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	Vadu 23

Host name:
	CEGBEARVADU23

Problem description / Error message:
	A Vadu 23-as gépen beregisztrálták a 81498032-es tételt. És sajnos nem léptek vissza a dummy 23 –ra, ahol a 81498913-as tétel fut. Igy 153 db modult, 17 wt-t, az új tételhez regisztráltak be.
	Szeretnénk kérni a modulok áthelyezését.
	
	

Contact Phone Number:
	06303418479

",Procedural,Others,Lot is already reached to Inventory. The user reworks the lot locally.,Low,136,1
INC000005673564,Cegled,CW: 2021/49,12/4/2021 5:07:33 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Equipment

Equipments or Process Affected:
	Vadu 7

Host name:
	CEGBEARVADU7

Problem description / Error message:
	EQstat monitor nem áll át normál módra

Contact Phone Number:
	+36304238256

",Procedural,Others,EQSTAT was locked.,Low,137,1
INC000005677111,Cegled,CW: 2021/49,12/6/2021 9:01:21 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	System soldering

Interface:
	Equipment

Equipments or Process Affected:
	Vadu 7

Host name:
	CEGBEARVADU7

Problem description / Error message:
	EQstat monitor nem állt át.

Contact Phone Number:
	+36304238256

",Integration,EQStat,EQstat is back to normal,Low,138,1
